date,sport,venue,zone,ticketed,inOKC,sessionType,startsAt,endsAt,startsAtUtc,endsAtUtc,durationMinutes,sessionNumber,totalSessions,sportSessionNumber,totalSportSessions,eventNumber,totalEvents,sportEventNumber,totalSportEvents,sex,eventType,description,eventOrder,eventTotalInSession
2028-07-26,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-26T14:00:00-07:00,2028-07-26T15:00:00-07:00,2028-07-26T21:00:00+00:00,2028-07-26T22:00:00+00:00,60,695,845,14,16,1426,1856,14,16,Men,Final,Men's Synchronized 3m Springboard Final,1,1
2028-07-27,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-27T14:00:00-07:00,2028-07-27T15:00:00-07:00,2028-07-27T21:00:00+00:00,2028-07-27T22:00:00+00:00,60,739,845,15,16,1551,1856,15,16,or,Final,Women's Synchronized 10m Platform Final,1,1
2028-07-28,Diving,Rose Bowl Aquatics Center,Pasadena,True,False,Final,2028-07-28T16:00:00-07:00,2028-07-28T17:00:00-07:00,2028-07-28T23:00:00+00:00,2028-07-29T00:00:00+00:00,60,789,845,16,16,1683,1856,16,16,or,Final,Men's Synchronized 10m Platform Final,1,1
2028-07-15,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-15T09:00:00-07:00,2028-07-15T11:30:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T18:30:00+00:00,150,61,845,1,16,77,1856,1,17,and/or,Preliminary,"Eventing Dressage Team & Individual - Day 1, Session 1",1,1
2028-07-15,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-15T16:30:00-07:00,2028-07-15T19:00:00-07:00,2028-07-15T23:30:00+00:00,2028-07-16T02:00:00+00:00,150,87,845,2,16,140,1856,2,17,and/or,Preliminary,"Eventing Dressage Team & Individual - Day 1, Session 2",1,1
2028-07-16,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-16T09:00:00-07:00,2028-07-16T11:30:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T18:30:00+00:00,150,121,845,3,16,213,1856,3,17,and/or,Preliminary,"Eventing Dressage Team & Individual - Day 2, Session 1",1,1
2028-07-17,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-17T08:00:00-07:00,2028-07-17T11:30:00-07:00,2028-07-17T15:00:00+00:00,2028-07-17T18:30:00+00:00,210,175,845,4,16,334,1856,4,17,and/or,Preliminary,Eventing Cross Country Team and Individual,1,1
2028-07-18,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-18T16:30:00-07:00,2028-07-18T22:00:00-07:00,2028-07-18T23:30:00+00:00,2028-07-19T05:00:00+00:00,330,270,845,5,16,558,1856,5,17,and/or,Final,Eventing Jumping Team Final,1,2
2028-07-18,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-18T16:30:00-07:00,2028-07-18T22:00:00-07:00,2028-07-18T23:30:00+00:00,2028-07-19T05:00:00+00:00,330,270,845,5,16,559,1856,6,17,and/or,Final,Eventing Jumping Individual Final,2,2
2028-07-20,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-20T09:00:00-07:00,2028-07-20T11:45:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T18:45:00+00:00,165,362,845,6,16,726,1856,7,17,and/or,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 1",1,1
2028-07-20,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-20T16:15:00-07:00,2028-07-20T19:00:00-07:00,2028-07-20T23:15:00+00:00,2028-07-21T02:00:00+00:00,165,392,845,7,16,795,1856,8,17,and/or,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 2",1,1
2028-07-21,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-21T09:00:00-07:00,2028-07-21T11:45:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T18:45:00+00:00,165,419,845,8,16,834,1856,9,17,and/or,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 1",1,1
2028-07-21,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-21T16:15:00-07:00,2028-07-21T19:00:00-07:00,2028-07-21T23:15:00+00:00,2028-07-22T02:00:00+00:00,165,449,845,9,16,906,1856,10,17,and/or,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 2",1,1
2028-07-22,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-22T09:00:00-07:00,2028-07-22T11:45:00-07:00,2028-07-22T16:00:00+00:00,2028-07-22T18:45:00+00:00,165,477,845,10,16,955,1856,11,17,and/or,Final,Dressage Grand Prix Special Team Final - Session 1,1,1
2028-07-22,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-22T16:15:00-07:00,2028-07-22T19:00:00-07:00,2028-07-22T23:15:00+00:00,2028-07-23T02:00:00+00:00,165,506,845,11,16,1026,1856,12,17,and/or,Final,Dressage Grand Prix Special Team Final - Session 2,1,1
2028-07-24,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-24T08:30:00-07:00,2028-07-24T12:00:00-07:00,2028-07-24T15:30:00+00:00,2028-07-24T19:00:00+00:00,210,573,845,12,16,1159,1856,13,17,and/or,Final,Dressage Grand Prix Freestyle Individual Final,1,1
2028-07-25,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-25T09:00:00-07:00,2028-07-25T12:00:00-07:00,2028-07-25T16:00:00+00:00,2028-07-25T19:00:00+00:00,180,626,845,13,16,1270,1856,14,17,and/or,Preliminary,Jumping Team Qualifier,1,1
2028-07-26,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-26T09:00:00-07:00,2028-07-26T11:10:00-07:00,2028-07-26T16:00:00+00:00,2028-07-26T18:10:00+00:00,130,677,845,14,16,1383,1856,15,17,and/or,Final,Jumping Team Final,1,1
2028-07-28,Equestrian,Santa Anita Park,Arcadia,True,False,Preliminary,2028-07-28T08:00:00-07:00,2028-07-28T12:00:00-07:00,2028-07-28T15:00:00+00:00,2028-07-28T19:00:00+00:00,240,762,845,15,16,1611,1856,16,17,and/or,Preliminary,Jumping Individual Qualifier,1,1
2028-07-29,Equestrian,Santa Anita Park,Arcadia,True,False,Final,2028-07-29T09:00:00-07:00,2028-07-29T11:00:00-07:00,2028-07-29T16:00:00+00:00,2028-07-29T18:00:00+00:00,120,809,845,16,16,1739,1856,17,17,and/or,Final,Jumping Individual Final,1,1
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,78,1856,1,84,Women,N/A,Women's Épée Individual Table of 64,1,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,79,1856,2,84,Men,N/A,Men's Sabre Individual Table of 64,2,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,80,1856,3,84,Women,N/A,Women's Épée Individual Table of 32,3,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,81,1856,4,84,Men,N/A,Men's Sabre Individual Table of 32,4,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,82,1856,5,84,Women,N/A,Women's Épée Individual Table of 16,5,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,83,1856,6,84,Men,N/A,Men's Sabre Individual Table of 16,6,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,84,1856,7,84,Women,Quarterfinal,Women's Épée Individual Quarterfinal,7,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-15T09:00:00-07:00,2028-07-15T15:40:00-07:00,2028-07-15T16:00:00+00:00,2028-07-15T22:40:00+00:00,400,62,845,1,18,85,1856,8,84,Men,Quarterfinal,Men's Sabre Individual Quarterfinal,8,8
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,158,1856,9,84,Women,Semifinal,Women's Épée Individual Semifinal,1,6
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,159,1856,10,84,Men,Semifinal,Men's Sabre Individual Semifinal,2,6
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,160,1856,11,84,Women,Bronze,Women's Épée Individual Bronze Medal Bout,3,6
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,161,1856,12,84,Men,Bronze,Men's Sabre Individual Bronze Medal Bout,4,6
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,162,1856,13,84,Women,Final,Women's Épée Individual Gold Medal Bout,5,6
2028-07-15,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-15T18:30:00-07:00,2028-07-15T22:20:00-07:00,2028-07-16T01:30:00+00:00,2028-07-16T05:20:00+00:00,230,94,845,2,18,163,1856,14,84,Men,Final,Men's Sabre Individual Gold Medal Bout,6,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,214,1856,15,84,Men,N/A,Men's Épée Individual Table of 64,1,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,215,1856,16,84,Women,N/A,Women's Foil Individual Table of 64,2,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,216,1856,17,84,Men,N/A,Men's Épée Individual Table of 32,3,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,217,1856,18,84,Women,N/A,Women's Foil Individual Table of 32,4,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,218,1856,19,84,Men,N/A,Men's Épée Individual Table of 16,5,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,219,1856,20,84,Women,N/A,Women's Foil Individual Table of 16,6,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,220,1856,21,84,Men,Quarterfinal,Men's Épée Individual Quarterfinal,7,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-16T09:00:00-07:00,2028-07-16T16:20:00-07:00,2028-07-16T16:00:00+00:00,2028-07-16T23:20:00+00:00,440,122,845,3,18,221,1856,22,84,Women,Quarterfinal,Women's Foil Individual Quarterfinal,8,8
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,300,1856,23,84,Men,Semifinal,Men's Épée Individual Semifinal,1,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,301,1856,24,84,Women,Semifinal,Women's Foil Individual Semifinal,2,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,302,1856,25,84,Men,Bronze,Men's Épée Individual Bronze Medal Bout,3,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,303,1856,26,84,Women,Bronze,Women's Foil Individual Bronze Medal Bout,4,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,304,1856,27,84,Men,Final,Men's Épée Individual Gold Medal Bout,5,6
2028-07-16,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-16T18:30:00-07:00,2028-07-16T22:40:00-07:00,2028-07-17T01:30:00+00:00,2028-07-17T05:40:00+00:00,250,159,845,4,18,305,1856,28,84,Women,Final,Women's Foil Individual Gold Medal Bout,6,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,345,1856,29,84,Women,N/A,Women's Sabre Individual Table of 64,1,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,346,1856,30,84,Men,N/A,Men's Foil Individual Table of 64,2,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,347,1856,31,84,Women,N/A,Women's Sabre Individual Table of 32,3,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,348,1856,32,84,Men,N/A,Men's Foil Individual Table of 32,4,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,349,1856,33,84,Women,N/A,Women's Sabre Individual Table of 16,5,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,350,1856,34,84,Men,N/A,Men's Foil Individual Table of 16,6,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,351,1856,35,84,Women,Quarterfinal,Women's Sabre Individual Quarterfinal,7,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Quarterfinal,2028-07-17T09:00:00-07:00,2028-07-17T16:20:00-07:00,2028-07-17T16:00:00+00:00,2028-07-17T23:20:00+00:00,440,179,845,5,18,352,1856,36,84,Men,Quarterfinal,Men's Foil Individual Quarterfinal,8,8
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,431,1856,37,84,Women,Semifinal,Women's Sabre Individual Semifinal,1,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,432,1856,38,84,Men,Semifinal,Men's Foil Individual Semifinal,2,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,433,1856,39,84,Women,Bronze,Women's Sabre Individual Bronze Medal Bout,3,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,434,1856,40,84,Men,Bronze,Men's Foil Individual Bronze Medal Bout,4,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,435,1856,41,84,Women,Final,Women's Sabre Individual Gold Medal Bout,5,6
2028-07-17,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-17T18:30:00-07:00,2028-07-17T22:40:00-07:00,2028-07-18T01:30:00+00:00,2028-07-18T05:40:00+00:00,250,216,845,6,18,436,1856,42,84,Men,Final,Men's Foil Individual Gold Medal Bout,6,6
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-18T09:00:00-07:00,2028-07-18T14:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T21:30:00+00:00,330,240,845,7,18,479,1856,43,84,Women,Quarterfinal,Women's Épée Team Quarterfinal,1,5
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-18T09:00:00-07:00,2028-07-18T14:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T21:30:00+00:00,330,240,845,7,18,480,1856,44,84,Women,N/A,Women's Épée Team Classification 5-8,2,5
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-18T09:00:00-07:00,2028-07-18T14:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T21:30:00+00:00,330,240,845,7,18,481,1856,45,84,Women,Semifinal,Women's Épée Team Semifinal,3,5
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-18T09:00:00-07:00,2028-07-18T14:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T21:30:00+00:00,330,240,845,7,18,482,1856,46,84,Women,N/A,Women's Épée Team Placement 7-8,4,5
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-18T09:00:00-07:00,2028-07-18T14:30:00-07:00,2028-07-18T16:00:00+00:00,2028-07-18T21:30:00+00:00,330,240,845,7,18,483,1856,47,84,Women,N/A,Women's Épée Team Placement 5-6,5,5
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-18T17:30:00-07:00,2028-07-18T19:40:00-07:00,2028-07-19T00:30:00+00:00,2028-07-19T02:40:00+00:00,130,274,845,8,18,564,1856,48,84,Women,Bronze,Women's Épée Team Bronze Medal Match,1,2
2028-07-18,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-18T17:30:00-07:00,2028-07-18T19:40:00-07:00,2028-07-19T00:30:00+00:00,2028-07-19T02:40:00+00:00,130,274,845,8,18,565,1856,49,84,Women,Final,Women's Épée Team Gold Medal Match,2,2
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-19T09:00:00-07:00,2028-07-19T14:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T21:30:00+00:00,330,305,845,9,18,618,1856,50,84,Men,Quarterfinal,Men's Sabre Team Quarterfinal,1,5
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-19T09:00:00-07:00,2028-07-19T14:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T21:30:00+00:00,330,305,845,9,18,619,1856,51,84,Men,N/A,Men's Sabre Team Classification 5-8,2,5
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-19T09:00:00-07:00,2028-07-19T14:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T21:30:00+00:00,330,305,845,9,18,620,1856,52,84,Men,Semifinal,Men's Sabre Team Semifinal,3,5
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-19T09:00:00-07:00,2028-07-19T14:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T21:30:00+00:00,330,305,845,9,18,621,1856,53,84,Men,N/A,Men's Sabre Team Placement 7-8,4,5
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-19T09:00:00-07:00,2028-07-19T14:30:00-07:00,2028-07-19T16:00:00+00:00,2028-07-19T21:30:00+00:00,330,305,845,9,18,622,1856,54,84,Men,N/A,Men's Sabre Team Placement 5-6,5,5
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-19T17:30:00-07:00,2028-07-19T19:40:00-07:00,2028-07-20T00:30:00+00:00,2028-07-20T02:40:00+00:00,130,340,845,10,18,692,1856,55,84,Men,Bronze,Men's Sabre Team Bronze Medal Match,1,2
2028-07-19,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-19T17:30:00-07:00,2028-07-19T19:40:00-07:00,2028-07-20T00:30:00+00:00,2028-07-20T02:40:00+00:00,130,340,845,10,18,693,1856,56,84,Men,Final,Men's Sabre Team Gold Medal Match,2,2
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-20T09:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T23:10:00+00:00,430,363,845,11,18,727,1856,57,84,Men,Quarterfinal,Men's Épée Team Quarterfinal,1,5
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-20T09:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T23:10:00+00:00,430,363,845,11,18,728,1856,58,84,Men,N/A,Men's Épée Team Classification 5-8,2,5
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-20T09:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T23:10:00+00:00,430,363,845,11,18,729,1856,59,84,Men,Semifinal,Men's Épée Team Semifinal,3,5
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-20T09:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T23:10:00+00:00,430,363,845,11,18,730,1856,60,84,Men,N/A,Men's Épée Team Placement 7-8,4,5
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-20T09:00:00-07:00,2028-07-20T16:10:00-07:00,2028-07-20T16:00:00+00:00,2028-07-20T23:10:00+00:00,430,363,845,11,18,731,1856,61,84,Men,N/A,Men's Épée Team Placement 5-6,5,5
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-20T18:30:00-07:00,2028-07-20T21:40:00-07:00,2028-07-21T01:30:00+00:00,2028-07-21T04:40:00+00:00,190,400,845,12,18,804,1856,62,84,Men,Bronze,Men's Épée Team Bronze Medal Match,1,2
2028-07-20,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-20T18:30:00-07:00,2028-07-20T21:40:00-07:00,2028-07-21T01:30:00+00:00,2028-07-21T04:40:00+00:00,190,400,845,12,18,805,1856,63,84,Men,Final,Men's Épée Team Gold Medal Match,2,2
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-21T09:00:00-07:00,2028-07-21T14:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T21:30:00+00:00,330,420,845,13,18,835,1856,64,84,Women,Quarterfinal,Women's Foil Team Quarterfinal,1,5
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-21T09:00:00-07:00,2028-07-21T14:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T21:30:00+00:00,330,420,845,13,18,836,1856,65,84,Women,N/A,Women's Foil Team Classification 5-8,2,5
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-21T09:00:00-07:00,2028-07-21T14:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T21:30:00+00:00,330,420,845,13,18,837,1856,66,84,Women,Semifinal,Women's Foil Team Semifinal,3,5
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-21T09:00:00-07:00,2028-07-21T14:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T21:30:00+00:00,330,420,845,13,18,838,1856,67,84,Women,N/A,Women's Foil Team Placement 7-8,4,5
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Semifinal,2028-07-21T09:00:00-07:00,2028-07-21T14:30:00-07:00,2028-07-21T16:00:00+00:00,2028-07-21T21:30:00+00:00,330,420,845,13,18,839,1856,68,84,Women,N/A,Women's Foil Team Placement 5-6,5,5
2028-07-21,Fencing,LA Convention Center Hall 1,DTLA,True,False,Final,2028-07-21T18:30:00-07:00,2028-07-21T21:20:00-07:00,2028-07-22T01:30:00+00:00,2028-07-22T04:20:00+00:00,170,456,845,14,18,915,1856,69,84,Women,Bronze,Women's Foil Team Bronze Medal Match,1,2
